date,ISO,topic,مأوى,أجرة السفر جوا,مطار بالقرب مني,قارب,قطار سريع,قافلة,محطة,حافلة,أمتعة السفر,الفندق,نزل,شقة مستأجرة,حركة السير,تذكرة,فندق صغير,القيادة,أجرة الطيران,الطرق,شاحنة,امشي الى إسرائيل,امشي الى لبنان,امشي الى الأردن,امشي الى العراق,امشي الى تركيا,امشي الى فلسطين,امشي الى سوريا,امشي الى مصر,امشي الى السعودية,امشي الى الكويت
2021-05-01,IQ,travel,31,0,0,58,0,2.0,43.0,5.0,0.0,70.0,110.0,0.0,0.0,25.714285714285715,0.0,27.142857142857142,0.0,113.33333333333334,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,IQ,travel,0,0,0,63,0,0.0,28.0,4.0,0.0,56.0,76.0,0.0,0.0,22.666666666666664,0.0,28.0,0.0,90.66666666666666,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,IQ,travel,0,0,0,0,0,6.0,35.0,3.0,0.0,39.0,60.0,0.0,0.0,35.25,0.0,18.75,0.0,72.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,IQ,travel,29,0,0,48,0,4.0,34.0,0.0,0.0,10.0,21.0,0.0,0.0,41.0,0.0,27.0,0.0,45.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,IQ,travel,35,0,0,44,0,6.0,44.0,6.0,0.0,66.0,114.0,0.0,0.0,35.25,0.0,24.0,0.0,64.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,IQ,travel,15,0,0,67,0,0.0,43.0,4.0,0.0,52.0,64.0,0.0,0.0,32.800000000000004,0.0,17.6,0.0,96.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,IQ,travel,18,0,0,20,0,2.0,36.0,10.0,0.0,65.0,80.0,0.0,0.0,23.846153846153847,0.0,30.76923076923077,0.0,90.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,IQ,travel,39,0,0,41,0,0.0,31.0,6.0,0.0,72.0,78.0,0.0,0.0,24.75,0.0,21.75,0.0,75.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,IQ,travel,25,0,0,73,0,0.0,33.0,3.0,0.0,27.0,57.0,0.0,0.0,17.25,0.0,28.5,0.0,69.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,IQ,travel,24,0,0,18,0,5.0,46.0,2.0,0.0,22.0,44.0,0.0,0.0,16.666666666666664,0.0,27.333333333333332,0.0,116.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
