date,ISO,topic,مأوى,أجرة السفر جوا,مطار بالقرب مني,قارب,قطار سريع,قافلة,محطة,حافلة,أمتعة السفر,الفندق,نزل,شقة مستأجرة,حركة السير,تذكرة,فندق صغير,القيادة,أجرة الطيران,الطرق,شاحنة,امشي الى إسرائيل,امشي الى لبنان,امشي الى الأردن,امشي الى العراق,امشي الى تركيا,امشي الى فلسطين,امشي الى سوريا,امشي الى مصر,امشي الى السعودية,امشي الى الكويت
2021-01-01,KW,travel,15,0,0,83,0,0.0,26.0,0.0,0.0,15.0,62.0,0.0,0.0,22.5,0.0,150.0,0.0,107.14285714285714,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,KW,travel,0,0,0,28,0,0.0,24.0,0.0,0.0,18.0,59.0,0.0,0.0,22.5,0.0,157.5,0.0,81.0,7.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,KW,travel,0,0,0,34,0,0.0,23.0,0.0,0.0,0.0,84.0,0.0,0.0,7.0,0.0,24.0,0.0,60.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,KW,travel,0,0,0,67,0,1.0,20.0,0.0,0.0,13.0,92.0,0.0,0.0,17.333333333333332,0.0,69.33333333333333,0.0,65.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,KW,travel,0,0,0,23,0,0.0,41.0,1.0,0.0,3.75,19.0,0.0,0.0,10.0,0.0,22.5,0.0,16.875,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,KW,travel,0,0,0,60,0,0.0,23.0,2.0,0.0,4.0,22.8,0.0,0.0,20.0,0.0,50.0,0.0,21.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,KW,travel,0,0,0,74,0,2.0,28.0,0.0,0.0,7.0,59.0,0.0,0.0,52.5,0.0,73.5,0.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,KW,travel,0,0,0,61,0,0.0,31.0,0.0,0.0,22.0,58.0,0.0,0.0,83.60000000000001,0.0,92.4,0.0,38.5,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,KW,travel,24,0,0,36,0,3.0,34.0,0.0,0.0,8.0,48.0,0.0,0.0,80.0,0.0,128.0,0.0,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,KW,travel,0,0,0,42,0,1.0,31.0,0.0,0.0,17.0,69.0,0.0,0.0,68.0,0.0,148.75,0.0,62.6875,5.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
