date,location,generic_terms,geography,safe_places,travel
2023-01-28,khartoum,2.6666666666666665,0.0,3.7857142857142856,1.4545454545454546
2023-01-28,north darfur,0.0,0.0,0.0,0.0
2023-01-28,north kordofan,0.0,0.0,0.0,0.0
2023-01-28,northern,0.0,0.0,0.0,0.0
2023-01-28,red sea,0.0,0.0,6.5,0.0
2023-01-28,river nile,0.0,0.0,0.0,0.0
2023-01-28,sennar,0.0,0.0,0.0,0.0
2023-01-28,south darfur,0.0,0.0,0.0,0.0
2023-01-28,south kordofan,0.0,0.0,0.0,0.0
2023-01-28,west darfur,0.0,0.0,0.0,0.0
2023-01-28,west kordofan,0.0,0.0,0.0,0.0
2023-01-28,white nile,0.0,0.0,0.0,0.0
2023-01-29,al jazirah,0.0,0.0,0.0,0.0
2023-01-29,blue nile,0.0,0.0,0.0,0.0
2023-01-29,central darfur,0.0,0.0,0.0,0.0
2023-01-29,east darfur,0.0,0.0,0.0,0.0
