date,location,arriving_IDP,leaving_IDP,anger,fear,sadness,disgust,joy,anger-disgust
2023-06-20,sudan,0.0,1407.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-21,south sudan,1468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-21,sudan,0.0,1468.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-22,south sudan,1462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-22,sudan,0.0,1462.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-23,south sudan,968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-23,sudan,0.0,968.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-24,south sudan,2045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-24,sudan,0.0,2045.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,aj jazirah,126240.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,blue nile,16862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,central darfur,118180.0,101030.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,east darfur,7525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,gedaref,74920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,kassala,44715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,khartoum,23615.0,1435238.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,north darfur,150309.0,156049.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,north kordofan,40333.0,7689.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,northern,348355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,red sea,34885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,river nile,305246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,sennar,146655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,south darfur,136135.0,143650.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,south kordofan,24542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,south sudan,1527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,sudan,0.0,1527.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,west darfur,301055.0,308855.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,west kordofan,1163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-25,white nile,252201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-26,south sudan,1557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-26,sudan,0.0,1557.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-27,south sudan,1209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-27,sudan,0.0,1209.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-28,south sudan,1318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-28,sudan,0.0,1318.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-29,south sudan,1916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-29,sudan,0.0,1916.0,0.0,0.0,0.0,0.0,0.0,0.0
