Año,Mes,Nacionalidad,Codigo Iso 3166,Femenino,Masculino,Indefinido,Total,State
2022,Noviembre,Venezuela,862,261,217,,478,Apure
2022,Noviembre,Venezuela,862,1,2,,3,Chocó
2022,Noviembre,Venezuela,862,15,23,,38,Santander
2022,Noviembre,Venezuela,862,6309,5161,,11470,Norte de Santander
2022,Noviembre,Venezuela,862,1994,1661,,3655,Norte de Santander
2022,Noviembre,Venezuela,862,519,420,,939,Norte de Santander
2022,Noviembre,Venezuela,862,803,617,,1420,Norte de Santander
2022,Diciembre,Venezuela,862,8,15,,23,Amazonas
2022,Diciembre,Venezuela,862,5,4,,9,Amazonas
2022,Diciembre,Venezuela,862,8,13,,21,Sucumbíos
2022,Diciembre,Venezuela,862,1074,994,,2068,Nariño
2022,Diciembre,Venezuela,862,1,0,,1,Nariño
2022,Diciembre,Venezuela,862,0,40,,40,Bolívar
2022,Diciembre,Venezuela,862,372,310,,682,Bolívar
2022,Diciembre,Venezuela,862,267,320,,587,Atlántico
2022,Diciembre,Venezuela,862,0,1,,1,Atlántico
2022,Diciembre,Venezuela,862,43,39,,82,Magdalena
2022,Diciembre,Venezuela,862,2,23,,25,Magdalena
2022,Diciembre,Venezuela,862,2600,2301,,4901,La Guajira
2022,Diciembre,Venezuela,862,0,1,,1,La Guajira
2022,Diciembre,Venezuela,862,4,5,,9,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Diciembre,Venezuela,862,287,245,,532,Valle del Cauca
2022,Diciembre,Venezuela,862,3,6,,9,Guainía
2022,Diciembre,Venezuela,862,0,22,,22,Valle del Cauca
2022,Diciembre,Venezuela,862,8,5,,13,Quindío
2022,Diciembre,Venezuela,862,9891,9387,,19279,Not Available
2022,Diciembre,Venezuela,862,17,18,,35,Risaralda
2022,Diciembre,Venezuela,862,1930,1739,,3669,Antioquia
2022,Diciembre,Venezuela,862,31,27,,58,Vichada
2022,Diciembre,Venezuela,862,217,217,,434,Apure
2022,Diciembre,Venezuela,862,1,3,,4,Chocó
2022,Diciembre,Venezuela,862,25,21,,46,Santander
2022,Diciembre,Venezuela,862,6813,5525,,12339,Norte de Santander
2022,Diciembre,Venezuela,862,2164,1700,,3864,Norte de Santander
2022,Diciembre,Venezuela,862,519,496,,1015,Norte de Santander
2022,Diciembre,Venezuela,862,757,576,,1333,Norte de Santander
