15/04/2023,05/07/2023,Updated with new information,North Darfur,SD02,SD02114,Al Fasher,Zamzam IDP Camp,Urban,Camp,4550,910,North Darfur,SD02,SD02170,Tawila,Dali IDP Camp,4550,0,4550,910,0,0,0,0,0,0,910,WASH,Move to another location
15/04/2023,05/07/2023,Updated with new information,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,Urban,Neighbourhood,34150,6830,South Darfur,SD03,SD03167,Nyala Janoub,"Hai Aljer, Hai Alwadi, Hai Aljamhowria, Hai As Serief",34150,0,34150,0,6430,0,0,400,0,0,6830,Non-Food Items,Return to location of origin
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03167,Nyala Janoub,Otash IDP Camp,Urban,Camp,7665,1533,South Darfur,SD03,SD03167,Nyala Janoub,"Hai Al Sika Haded, Al Kongo, Hai Alasial (Nyala Town)",7665,0,7665,1533,0,0,0,0,0,0,1533,Non-Food Items,Return to location of origin
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03162,Beliel,Al Serief Village,Rural,Village,12500,2500,South Darfur,SD03,SD03167,Nyala Janoub,"Hai Al Sika Haded, Al Kongo, Hai Alasial (Nyala Town)",12500,0,12500,0,2500,0,0,0,0,0,2500,Non-Food Items,Return to location of origin
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03162,Beliel,Al Salam Village,Rural,Village,7500,1500,South Darfur,SD03,SD03167,Nyala Janoub,"Hai Al Sika Haded, Al Kongo, Hai Alasial (Nyala Town)",7500,0,7500,0,1500,0,0,0,0,0,1500,Non-Food Items,Move to another location
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03162,Beliel,Kalma IDP Camp,Urban,Camp,35000,7000,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,35000,0,35000,7000,0,0,0,0,0,0,7000,Non-Food Items,Move to another location
15/04/2023,05/07/2023,Updated with same information,South Darfur,SD03,SD03145,Mershing,Mershing Town,Urban,Neighbourhood,5000,1000,South Darfur,SD03,SD03145,Mershing,Keila Area,5000,0,5000,0,1000,0,0,0,0,0,1000,Food,Remain in the same place
15/04/2023,05/07/2023,Updated with new information,South Darfur,SD03,SD03145,Mershing,Mershing Town,Urban,Neighbourhood,3400,680,South Darfur,SD03,SD03145,Mershing,Manawashi,3400,0,3400,0,680,0,0,0,0,0,680,Food,Remain in the same place
15/04/2023,05/07/2023,New Location,South Darfur,SD03,SD03145,Mershing,Aljoruf,Rural,Village,3400,680,South Darfur,SD03,SD03145,Mershing,Manawashi,3400,0,3400,0,680,0,0,0,0,0,680,Food,Remain in the same place
15/04/2023,05/07/2023,New Location,South Darfur,SD03,SD03145,Mershing,Duma,Rural,Village,2600,520,South Darfur,SD03,SD03145,Mershing,Manawashi,2600,0,2600,0,520,0,0,0,0,0,520,Non-Food Items,Move to another location
