INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: WITH HOST COMMUNITY,SHELTER CATEGORY: IN RENTED ACCOMODATION,SHELTER CATEGORY: IN IMPROVISED SHELTERS,SHELTER CATEGORY: IN SCHOOLS OR OTHER PUBLIC BUILDINGS,SHELTER CATEGORY: OPEN AREA GATHERING SITES,SHELTER CATEGORY: UNKNOWN,TOTAL,PRIORITY NEED,RETURN INTENTIONS
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umzeyad,Rural,Village,185,37,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,185,0,185,0,37,0,0,0,0,0,37,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umzeyad,Rural,Village,130,26,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,130,0,130,0,26,0,0,0,0,0,26,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Wad Alblebily,Rural,Village,215,43,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,215,0,215,0,43,0,0,0,0,0,43,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Wad Alblebily,Rural,Village,185,37,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,185,0,185,0,37,0,0,0,0,0,37,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Wad Alblebily,Rural,Village,130,26,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,130,0,130,0,26,0,0,0,0,0,26,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Almelih,Rural,Village,215,43,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,215,0,215,0,43,0,0,0,0,0,43,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Almelih,Rural,Village,185,37,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,185,0,185,0,37,0,0,0,0,0,37,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Almelih,Rural,Village,125,25,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,125,0,125,0,25,0,0,0,0,0,25,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umhajar,Rural,Village,240,48,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,240,0,240,0,48,0,0,0,0,0,48,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umhajar,Rural,Village,185,37,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,185,0,185,0,37,0,0,0,0,0,37,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umhajar,Rural,Village,140,28,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,140,0,140,0,28,0,0,0,0,0,28,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umnaam,Rural,Village,160,31,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,160,0,160,0,31,0,0,0,0,0,31,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umnaam,Rural,Village,135,27,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,135,0,135,0,27,0,0,0,0,0,27,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alrowkab,Rural,Village,115,23,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,115,0,115,0,23,0,0,0,0,0,23,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alrowkab,Rural,Village,100,20,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,100,0,100,0,20,0,0,0,0,0,20,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umjamina,Rural,Village,135,27,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,135,0,135,0,27,0,0,0,0,0,27,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umjamina,Rural,Village,50,10,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,50,0,50,0,10,0,0,0,0,0,10,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alfareeg,Rural,Village,150,30,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,150,0,150,0,30,0,0,0,0,0,30,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alfareeg,Rural,Village,125,25,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,125,0,125,0,25,0,0,0,0,0,25,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hilat Alsheikh,Rural,Village,130,26,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,130,0,130,0,26,0,0,0,0,0,26,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Hilat Alsheikh,Rural,Village,110,22,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,110,0,110,0,22,0,0,0,0,0,22,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alhai Alshamali,Urban,Neighbourhood,165,33,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,165,0,165,0,33,0,0,0,0,0,33,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alhai Alshamali,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,100,0,100,0,20,0,0,0,0,0,20,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alhai Aljanoubi,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,150,0,150,0,30,0,0,0,0,0,30,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alhai Aljanoubi,Urban,Neighbourhood,135,27,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,135,0,135,0,27,0,0,0,0,0,27,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Ahai Alwasat,Urban,Neighbourhood,130,26,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,130,0,130,0,26,0,0,0,0,0,26,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Ahai Alwasat,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,100,0,100,0,20,0,0,0,0,0,20,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alhai Alshargi,Urban,Neighbourhood,115,23,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,115,0,115,0,23,0,0,0,0,0,23,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alhai Alshargi,Urban,Neighbourhood,90,18,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,90,0,90,0,18,0,0,0,0,0,18,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Alhai Algarbi,Urban,Neighbourhood,195,39,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,195,0,195,0,39,0,0,0,0,0,39,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umhejilija,Rural,Village,185,37,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,185,0,185,0,37,0,0,0,0,0,37,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Bashrab Batran,Rural,Village,175,35,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,175,0,175,0,35,0,0,0,0,0,35,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Salima Almahata,Urban,Neighbourhood,110,22,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,110,0,110,0,22,0,0,0,0,0,22,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Salima Almahata,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,100,0,100,0,20,0,0,0,0,0,20,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Salima Alagib,Urban,Neighbourhood,130,26,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,130,0,130,0,26,0,0,0,0,0,26,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Salima Alagib,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,75,0,75,0,15,0,0,0,0,0,15,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Azrag,Rural,Village,125,25,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,125,0,125,0,25,0,0,0,0,0,25,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Azrag,Rural,Village,75,15,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,75,0,75,0,15,0,0,0,0,0,15,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Gantoor,Rural,Village,140,28,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,140,0,140,0,28,0,0,0,0,0,28,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umzariba,Rural,Village,185,37,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,185,0,185,0,37,0,0,0,0,0,37,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Kataraiya,Rural,Village,170,34,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,170,0,170,0,34,0,0,0,0,0,34,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Habilla,Rural,Village,165,33,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,165,0,165,0,33,0,0,0,0,0,33,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Eid Aljam,Rural,Village,120,24,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,120,0,120,0,24,0,0,0,0,0,24,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Medises,Rural,Village,160,32,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,160,0,160,0,32,0,0,0,0,0,32,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Awlad Alnour,Rural,Village,135,27,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,135,0,135,0,27,0,0,0,0,0,27,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Aldongolawiya,Rural,Village,120,24,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,120,0,120,0,24,0,0,0,0,0,24,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umsedira,Rural,Village,170,34,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,170,0,170,0,34,0,0,0,0,0,34,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umfas,Rural,Village,160,32,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,160,0,160,0,32,0,0,0,0,0,32,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09048,Tendalti,Umajaja,Rural,Village,115,23,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,115,0,115,0,23,0,0,0,0,0,23,Food,Move to another location
15/04/2023,12/07/2023,Updated with new information,White Nile,SD09,SD09048,Tendalti,Alnamuzagiya School,Rural,Village,71,12,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,71,0,71,0,0,0,0,12,0,0,12,Food,Move to another location
15/04/2023,12/07/2023,New Location,White Nile,SD09,SD09048,Tendalti,Zawiyat Alsheikh Alshazali,Rural,Village,23,4,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,23,0,23,0,0,0,0,0,4,0,4,Food,Remain in same place
15/04/2023,12/07/2023,New Location,White Nile,SD09,SD09048,Tendalti,Almanara School For Grils,Urban,Neighbourhood,46,6,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,46,0,46,0,0,0,0,0,6,0,6,Food,Remain in same place
15/04/2023,12/07/2023,New Location,White Nile,SD09,SD09048,Tendalti,Tandalti Model School,Urban,Neighbourhood,47,9,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,47,0,47,0,0,0,0,0,9,0,9,Food,Remain in same place
15/04/2023,12/07/2023,New Location,White Nile,SD09,SD09048,Tendalti,Alhajah Madina School,Urban,Neighbourhood,71,12,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,71,0,71,0,0,0,0,12,0,0,12,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Wad Nimer Town,Urban,Neighbourhood,460,92,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,460,0,460,0,92,0,0,0,0,0,92,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Wad Nimer Town,Urban,Neighbourhood,405,81,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,405,0,405,0,81,0,0,0,0,0,81,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Wad Nimer Town,Urban,Neighbourhood,375,75,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,375,0,375,0,75,0,0,0,0,0,75,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Wad Nimer Town,Urban,Neighbourhood,260,52,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,260,0,260,0,52,0,0,0,0,0,52,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alsufi Town,Urban,Neighbourhood,355,71,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,355,0,355,0,71,0,0,0,0,0,71,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alsufi Town,Urban,Neighbourhood,270,54,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,270,0,270,0,54,0,0,0,0,0,54,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alsufi Town,Urban,Neighbourhood,215,43,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,215,0,215,0,43,0,0,0,0,0,43,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alsufi Town,Urban,Neighbourhood,160,32,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,160,0,160,0,32,0,0,0,0,0,32,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Algeliah Town,Urban,Neighbourhood,440,88,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,440,0,440,0,88,0,0,0,0,0,88,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Algeliah Town,Urban,Neighbourhood,330,66,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,330,0,330,0,66,0,0,0,0,0,66,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Algeliah Town,Urban,Neighbourhood,285,57,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,285,0,285,0,57,0,0,0,0,0,57,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Algeliah Town,Urban,Neighbourhood,245,49,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,245,0,245,0,49,0,0,0,0,0,49,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alhenio Village,Rural,Village,225,45,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,225,0,225,0,45,0,0,0,0,0,45,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alhenio Village,Rural,Village,150,30,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,150,0,150,0,30,0,0,0,0,0,30,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alshatowi Village,Rural,Village,225,45,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,225,0,225,0,45,0,0,0,0,0,45,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alhafeer Village,Rural,Village,150,30,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,150,0,150,0,30,0,0,0,0,0,30,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alshati Village,Rural,Village,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,250,0,250,0,50,0,0,0,0,0,50,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alshati Village,Rural,Village,200,40,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,200,0,200,0,40,0,0,0,0,0,40,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alshati Village,Rural,Village,150,30,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,150,0,150,0,30,0,0,0,0,0,30,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alshukoriya Village,Rural,Village,125,25,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,125,0,125,0,25,0,0,0,0,0,25,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Taiyba Village,Rural,Village,180,36,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,180,0,180,0,36,0,0,0,0,0,36,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Almarafei Aljadida Village,Rural,Village,125,25,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,125,0,125,0,25,0,0,0,0,0,25,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alselila Village,Rural,Village,175,35,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,175,0,175,0,35,0,0,0,0,0,35,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alshabal Jadallah Village,Rural,Village,250,50,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,250,0,250,0,50,0,0,0,0,0,50,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alshabal Jadallah Village,Rural,Village,250,50,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,250,0,250,0,50,0,0,0,0,0,50,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alshabal Jadallah Village,Rural,Village,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,250,0,250,0,50,0,0,0,0,0,50,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Shuaa Eldeen Village,Rural,Village,350,70,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,350,0,350,0,70,0,0,0,0,0,70,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Shuaa Eldeen Village,Rural,Village,300,60,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,300,0,300,0,60,0,0,0,0,0,60,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Shuaa Eldeen Village,Rural,Village,200,40,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,200,0,200,0,40,0,0,0,0,0,40,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Aleitsam Village,Rural,Village,215,43,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,215,0,215,0,43,0,0,0,0,0,43,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Aleitsam Village,Rural,Village,185,37,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,185,0,185,0,37,0,0,0,0,0,37,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Aleitsam Village,Rural,Village,100,20,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,100,0,100,0,20,0,0,0,0,0,20,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alfreekap Village,Rural,Village,250,50,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,250,0,250,0,50,0,0,0,0,0,50,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Alfreekap Village,Rural,Village,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,150,0,150,0,30,0,0,0,0,0,30,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,White Nile,SD09,SD09045,Um Rimta,Wad Nouwari Village,Rural,Village,200,40,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,200,0,200,0,40,0,0,0,0,0,40,Food,Return to location of origin
