INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,Origin GPS Longitude,Origin GPS Latitude,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: With Host Community,SHELTER CATEGORY: In Rented accomodation (paying rent),SHELTER CATEGORY: In Abandoned buildings/critical shelters/no rent,SHELTER CATEGORY: In schools or other public buildings/no rent,SHELTER CATEGORY: Gathering sites (informal settlements or open area),SHELTER CATEGORY: Unknown,TOP PRIORITY NEED,RETURN INTENTIONS
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,,
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Alhajab,Rural,Village,165,33,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,165,0,165,0,33,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Wadi Aldabi,Rural,Village,295,59,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,295,0,295,0,59,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Wadi Aldabi,Rural,Village,250,50,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,250,0,250,0,50,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Wadi Aldabi,Rural,Village,230,46,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,230,0,230,0,46,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Umsheinat,Rural,Village,265,53,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,265,0,265,0,53,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Umsheinat,Rural,Village,215,43,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,215,0,215,0,43,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Altadamoon,Rural,Village,200,40,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,200,0,200,0,40,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Altadamoon,Rural,Village,175,35,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,175,0,175,0,35,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Wad Alarous,Rural,Village,255,51,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,255,0,255,0,51,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Wad Alarous,Rural,Village,150,30,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,150,0,150,0,30,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Aakada,Rural,Village,220,44,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,220,0,220,0,44,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Aakada,Rural,Village,180,36,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,180,0,180,0,36,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Aakada,Rural,Village,130,26,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,130,0,130,0,26,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Aluzozab,Rural,Village,235,47,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,235,0,235,0,47,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Alozozab,Rural,Village,180,36,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,180,0,180,0,36,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Alozozab,Rural,Village,125,25,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,125,0,125,0,25,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Alnemirab,Rural,Village,210,42,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,210,0,210,0,42,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Alnemirab,Rural,Village,165,33,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,165,0,165,0,33,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Alshetibat,Rural,Village,215,43,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,215,0,215,0,43,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Alshetibat,Rural,Village,165,33,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,165,0,165,0,33,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Algelia,Rural,Village,200,40,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,200,0,200,0,40,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Algelia,Rural,Village,165,33,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,165,0,165,0,33,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Alwadi,Rural,Village,200,40,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,200,0,200,0,40,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Alwadi,Rural,Village,170,34,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,170,0,170,0,34,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Alhawaweer,Rural,Village,215,43,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,215,0,215,0,43,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,3.updated with same information,River Nile,SD16,SD16009,Al Matama,Alhawaweer,Rural,Village,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,150,0,150,0,30,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Hai Almatar,Urban,Neighbourhood,2210,442,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,2210,0,2210,0,207,235,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Hai Almatar,Urban,Neighbourhood,2115,423,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,2115,0,2115,0,214,209,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Hai Almatar,Urban,Neighbourhood,2075,415,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,2075,0,2075,0,221,194,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Hai Almatar,Urban,Neighbourhood,2025,405,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,2025,0,2025,0,209,196,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Hai Almatar,Urban,Neighbourhood,1955,391,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods and villages,,,1955,0,1955,0,174,217,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Hai Alsoug,Urban,Neighbourhood,425,85,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,425,0,425,0,38,47,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Aldakhla,Urban,Neighbourhood,275,55,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,275,0,275,0,28,27,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Aldakhla,Urban,Neighbourhood,225,45,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,225,0,225,0,23,22,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Aldakhla,Urban,Neighbourhood,165,33,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,165,0,165,0,18,15,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Um Altyour,Urban,Neighbourhood,415,83,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,415,0,415,0,41,42,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Um Altyour,Urban,Neighbourhood,400,80,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,400,0,400,0,41,39,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Um Altyour,Urban,Neighbourhood,360,72,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,360,0,360,0,36,36,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Um Altyour,Urban,Neighbourhood,285,57,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,285,0,285,0,28,29,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alfadlab,Urban,Neighbourhood,265,53,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,265,0,265,0,27,26,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alfadlab,Urban,Neighbourhood,205,41,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,205,0,205,0,20,21,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alfadlab,Urban,Neighbourhood,195,39,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,195,0,195,0,18,21,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alkheliowa,Urban,Neighbourhood,450,90,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,450,0,450,0,44,46,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alkheliowa,Urban,Neighbourhood,390,78,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,390,0,390,0,39,39,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alkheliowa,Urban,Neighbourhood,350,70,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,350,0,350,0,40,30,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alfaki Madani,Urban,Neighbourhood,265,53,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,265,0,265,0,30,23,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alfaki Madani,Urban,Neighbourhood,265,53,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,265,0,265,0,28,25,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Umbakol,Urban,Neighbourhood,80,16,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,80,0,80,0,8,8,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Almugran,Urban,Neighbourhood,185,37,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,185,0,185,0,19,18,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Almurbaat,Urban,Neighbourhood,1185,237,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,1185,0,1185,0,121,116,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Almurbaat,Urban,Neighbourhood,735,147,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,735,0,735,0,88,59,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Almurbaat,Urban,Neighbourhood,550,110,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,550,0,550,0,56,54,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alsika Hadid,Urban,Neighbourhood,255,51,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,255,0,255,0,30,21,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alsyala,Urban,Neighbourhood,245,49,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,245,0,245,0,25,24,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Almourda,Urban,Neighbourhood,1665,333,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,1665,0,1665,0,168,165,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Almourda,Urban,Neighbourhood,855,171,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,855,0,855,0,91,80,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Almourda,Urban,Neighbourhood,810,162,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,810,0,810,0,86,76,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Almourda,Urban,Neighbourhood,765,153,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,765,0,765,0,77,76,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alteleih,Urban,Neighbourhood,325,65,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,325,0,325,0,35,30,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alshargi,Urban,Neighbourhood,1845,369,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,1845,0,1845,0,186,183,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alshargi,Urban,Neighbourhood,1725,345,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,1725,0,1725,0,182,163,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Alshargi,Urban,Neighbourhood,1085,217,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,1085,0,1085,0,115,102,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Hai Aldarja / Alshrooqu school,Urban,Neighbourhood,335,75,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,335,0,335,0,40,35,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Hai Aldarja / Alshrooqu school,Urban,Neighbourhood,360,72,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,360,0,360,0,27,45,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Hai Aldarja / Alshrooqu school,Urban,Neighbourhood,295,67,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,295,0,295,0,34,33,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16012,Atbara,Hai Aldarja / Alshrooqu school,Urban,Neighbourhood,255,59,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,255,0,255,0,20,39,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Hai Alsalama,Urban,Neighbourhood,375,75,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,375,0,375,0,43,32,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Hai Alsalama,Urban,Neighbourhood,380,76,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,380,0,380,0,45,31,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Almekhiref,Rural,Village,360,72,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,360,0,360,0,72,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Almekhiref,Rural,Village,350,70,Khartoum,SD01,SD01005,Karrari,Karrari neighbourhood and villages,,,350,0,350,0,70,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Alsahalab,Rural,Village,325,65,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,325,0,325,0,65,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Kenur,Rural,Village,480,96,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,480,0,480,0,96,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Kenur,Rural,Village,340,68,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,340,0,340,0,68,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Aldekah,Rural,Village,460,92,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,460,0,460,0,92,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Aldekah,Rural,Village,440,88,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,440,0,440,0,88,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Aldekah,Rural,Village,410,82,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,410,0,410,0,82,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Aldekah,Rural,Village,360,72,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,360,0,360,0,72,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Almakaylab,Rural,Village,515,103,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,515,0,515,0,103,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Almakaylab,Rural,Village,475,95,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,475,0,475,0,95,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Almakaylab,Rural,Village,440,88,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,440,0,440,0,88,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Almakaylab,Rural,Village,395,79,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,395,0,395,0,79,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Block 1,Urban,Neighbourhood,770,154,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,770,0,770,0,83,71,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Block 1,Urban,Neighbourhood,715,143,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,715,0,715,0,81,62,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Block 1,Urban,Neighbourhood,670,134,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,670,0,670,0,74,60,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Block 1,Urban,Neighbourhood,625,125,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,625,0,625,0,73,52,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Block 2,Urban,Neighbourhood,730,146,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,730,0,730,0,75,71,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Block 2,Urban,Neighbourhood,650,130,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,650,0,650,0,70,60,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Block 2,Urban,Neighbourhood,625,125,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,625,0,625,0,70,55,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Block 2,Urban,Neighbourhood,595,119,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,595,0,595,0,67,52,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Alfahalab,Rural,Village,325,65,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,325,0,325,0,65,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Alabidiya,Rural,Village,585,117,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,585,0,585,0,117,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Alabidiya,Rural,Village,540,108,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,540,0,540,0,108,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Alabidiya,Rural,Village,495,99,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,495,0,495,0,99,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16013,Barbar,Alabidiya,Rural,Village,450,90,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,450,0,450,0,90,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16010,Shendi,Block 2,Urban,Neighbourhood,260,52,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,260,0,260,0,32,20,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16010,Shendi,Block 2,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,150,0,150,0,15,15,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16010,Shendi,Block 2,Urban,Neighbourhood,105,21,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,105,0,105,0,11,10,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16010,Shendi,Block 3,Urban,Neighbourhood,260,52,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,260,0,260,0,27,25,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16010,Shendi,Block 3,Urban,Neighbourhood,270,54,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,270,0,270,0,27,27,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16010,Shendi,Block 3,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,,,250,0,250,0,25,25,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16010,Shendi,Block 4,Urban,Neighbourhood,310,62,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,310,0,310,0,31,31,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/30/23,2. updated with new information,River Nile,SD16,SD16010,Shendi,Block 4,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,250,0,250,0,25,25,0,0,0,0,Food,3-Return to location of origin
