,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCIDENT,DATA COLLECTION,status,PREVIOUS REPORT IDP,PREVIOUS REPORT HH,Difference IDPs,Difference HH,OK CHECK,"STATE OF DISPLACEMENT
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY OF DISPLACEMENT
 (Drop-down List)",LOCATION OF DISPALCEMENT,Location type (Drop-down List),Location Classification (Drop-down List),IDPs,HHs,"STATE ORIGIN
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY ORIGIN
 (Drop-down List)",LOCATION OF ORIGIN,SUDANESE,NON SUDANESE,TOTAL (=IDPs),VALIDATION,Camp (formal),In Host Family/Community accommodation,In Rented accomodation (paying rent),In Abandoned buildings/critical shelters/no rent,In schools or other public buildings/no rent,Gathering sites (informal settlements or open area),Unknown,Total (=HHs),VALIDATION,priority need,return Intention
,,,,,,,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,,,
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14038,Sennar,Algalah Wast,Urban,Neighbourhood,85,17,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,85,-,85,TRUE,0,9,8,-,-,-,-,17,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14038,Sennar,Algalah wasat,Urban,Neighbourhood,210,42,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,210,-,210,TRUE,0,21,21,-,-,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14038,Sennar,Algalah wasat,Urban,Neighbourhood,170,34,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,170,-,170,TRUE,0,17,17,-,-,-,-,34,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14038,Sennar,Algalah wasat,Urban,Neighbourhood,115,23,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,115,-,115,TRUE,0,13,10,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14038,Sennar,Algalah wasat,Urban,Neighbourhood,90,18,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,90,-,90,TRUE,0,9,9,-,-,-,-,18,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14038,Sennar,Wad Alagouz,Urban,Neighbourhood,220,44,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,220,-,220,TRUE,0,24,20,-,-,-,-,44,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14038,Sennar,Wad Alagouz,Urban,Neighbourhood,170,34,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,170,-,170,TRUE,0,14,20,-,-,-,-,34,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14038,Sennar,Wad Alagouz,Urban,Neighbourhood,140,28,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,140,-,140,TRUE,0,14,14,-,-,-,-,28,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Taktok 44,Rural,Village,"2,110",422,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,"2,110",-,"2,110",TRUE,0,422,0,-,-,-,-,422,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Taktok 44,Rural,Village,"2,075",415,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,"2,075",-,"2,075",TRUE,0,415,0,-,-,-,-,415,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Taktok 44,Rural,Village,"2,000",400,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,"2,000",-,"2,000",TRUE,0,400,0,-,-,-,-,400,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Wad Alabbas,Rural,Village,350,70,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,350,-,350,TRUE,0,70,0,-,-,-,-,70,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Wad Alabbas,Rural,Village,300,60,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,300,-,300,TRUE,0,60,0,-,-,-,-,60,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Wad Alabbas,Rural,Village,255,51,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,255,-,255,TRUE,0,51,0,-,-,-,-,51,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Alshambata,Rural,Village,250,50,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Alshambata,Rural,Village,200,40,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,200,-,200,TRUE,0,40,0,-,-,-,-,40,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Alshambata,Rural,Village,150,30,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Wad Onsah,Rural,Village,225,45,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,225,-,225,TRUE,0,45,0,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Wad Onsah,Rural,Village,200,40,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,200,-,200,TRUE,0,40,0,-,-,-,-,40,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Wad Onsah,Rural,Village,165,33,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,165,-,165,TRUE,0,33,0,-,-,-,-,33,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Fath alrahman Village,Rural,Village,280,56,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,280,-,280,TRUE,0,56,0,-,-,-,-,56,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Fath alrahman Village,Rural,Village,180,36,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,180,-,180,TRUE,0,36,0,-,-,-,-,36,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Fath alrahman Village,Rural,Village,140,28,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,140,-,140,TRUE,0,28,0,-,-,-,-,28,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Kuli Village,Rural,Village,250,50,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Kuli Village,Rural,Village,185,37,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,185,-,185,TRUE,0,37,0,-,-,-,-,37,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Kuli Village,Rural,Village,145,29,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,145,-,145,TRUE,0,29,0,-,-,-,-,29,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Almagham Village,Rural,Village,265,53,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,265,-,265,TRUE,0,53,0,-,-,-,-,53,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Almagham Village,Rural,Village,205,41,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,205,-,205,TRUE,0,41,0,-,-,-,-,41,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Almagham Village,Rural,Village,145,29,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,145,-,145,TRUE,0,29,0,-,-,-,-,29,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Umrahaiya Village,Rural,Village,250,50,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Umrahaiya Village,Rural,Village,200,40,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,200,-,200,TRUE,0,40,0,-,-,-,-,40,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Umrahaiya Village,Rural,Village,150,30,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Bodomas Village,Rural,Village,255,51,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,255,-,255,TRUE,0,51,0,-,-,-,-,51,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Bodomas Village,Rural,Village,210,42,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,210,-,210,TRUE,0,42,0,-,-,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Bodomas Village,Rural,Village,150,30,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Villa Village,Rural,Village,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Villa Village,Rural,Village,190,38,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,190,-,190,TRUE,0,38,0,-,-,-,-,38,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14042,Sharg Sennar,Villa Village,Rural,Village,145,29,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,145,-,145,TRUE,0,29,0,-,-,-,-,29,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Alshargi A,Urban,Neighbourhood,165,33,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,165,-,165,TRUE,0,0,33,-,-,-,-,33,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Alshargi A,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,150,-,150,TRUE,0,0,30,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Alshargi A,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,150,-,150,TRUE,0,0,30,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Alshargi B,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,175,-,175,TRUE,0,0,35,-,-,-,-,35,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Alshargi B,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,125,-,125,TRUE,0,0,25,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Alshargi B,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,125,-,125,TRUE,0,0,25,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Alshmali,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,150,-,150,TRUE,0,0,30,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Alshmali,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,100,-,100,TRUE,0,0,20,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Alshmali,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,100,-,100,TRUE,0,0,20,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Algarbi A,Urban,Neighbourhood,135,27,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,135,-,135,TRUE,0,0,27,-,-,-,-,27,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Algarbi A,Urban,Neighbourhood,110,22,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,110,-,110,TRUE,0,0,22,-,-,-,-,22,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Algarbi A,Urban,Neighbourhood,90,18,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,90,-,90,TRUE,0,0,18,-,-,-,-,18,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Algarbi B,Urban,Neighbourhood,115,23,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,115,-,115,TRUE,0,0,23,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Algarbi B,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,125,-,125,TRUE,0,0,25,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Algarbi B,Urban,Neighbourhood,115,23,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,115,-,115,TRUE,0,0,23,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Algarbi C,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,150,-,150,TRUE,0,0,30,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Algarbi C,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,125,-,125,TRUE,0,0,25,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Algarbi C,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,100,-,100,TRUE,0,0,20,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Aljanoubi,Urban,Neighbourhood,155,31,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,155,-,155,TRUE,0,0,31,-,-,-,-,31,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Aljanoubi,Urban,Neighbourhood,135,27,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,135,-,135,TRUE,0,0,27,-,-,-,-,27,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhai Aljanoubi,Urban,Neighbourhood,115,23,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,115,-,115,TRUE,0,0,23,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Hai Alsalam 1,Urban,Neighbourhood,225,45,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,225,-,225,TRUE,0,0,45,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Hai Alsalam 1,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,150,-,150,TRUE,0,0,30,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Hai Alsalam 1,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,100,-,100,TRUE,0,0,20,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Hai Alsalam 2,Urban,Neighbourhood,220,44,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,220,-,220,TRUE,0,0,44,-,-,-,-,44,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Hai Alsalam 2,Urban,Neighbourhood,130,26,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,130,-,130,TRUE,0,0,26,-,-,-,-,26,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Hai Alsalam 2,Urban,Neighbourhood,90,18,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,90,-,90,TRUE,0,0,18,-,-,-,-,18,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Hai Almawazafeen,Urban,Neighbourhood,235,47,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,235,-,235,TRUE,0,0,47,-,-,-,-,47,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Hai Almawazafeen,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,250,-,250,TRUE,0,0,50,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14043,Sinja,Hai 14 ( 15 areas),Urban,Neighbourhood,"1,470",294,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,"1,470",-,"1,470",TRUE,0,0,294,-,-,-,-,294,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14043,Sinja,Hai 14 ( 15 areas),Urban,Neighbourhood,"1,405",281,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,"1,405",-,"1,405",TRUE,0,0,281,-,-,-,-,281,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14043,Sinja,Hai Alghala ( 30 areas),Urban,Neighbourhood,"1,280",256,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,"1,280",-,"1,280",TRUE,0,0,256,-,-,-,-,256,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14043,Sinja,Hai Alghala ( 30 areas),Urban,Neighbourhood,"1,210",242,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,"1,210",-,"1,210",TRUE,0,0,242,-,-,-,-,242,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14043,Sinja,Hai Alghala ( 30 areas),Urban,Neighbourhood,"1,180",236,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,"1,180",-,"1,180",TRUE,0,0,236,-,-,-,-,236,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14043,Sinja,Hai Alghala ( 30 areas),Urban,Neighbourhood,"1,110",222,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,"1,110",-,"1,110",TRUE,0,0,222,-,-,-,-,222,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14043,Sinja,Hai Alghala ( 30 areas),Urban,Neighbourhood,"1,055",211,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,"1,055",-,"1,055",TRUE,0,0,211,-,-,-,-,211,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14043,Sinja,Um Shouka,Rural,Village,"1,615",323,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,"1,615",-,"1,615",TRUE,0,323,0,-,-,-,-,323,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14043,Sinja,Um Shouka,Rural,Village,"1,560",312,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,"1,560",-,"1,560",TRUE,0,312,0,-,-,-,-,312,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14043,Sinja,Um Shouka,Rural,Village,"1,520",304,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,"1,520",-,"1,520",TRUE,0,304,0,-,-,-,-,304,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Sennar,SD14,SD14043,Sinja,Um Shouka,Rural,Village,"1,480",296,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,"1,480",-,"1,480",TRUE,0,296,0,-,-,-,-,296,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Almorafaa Thani,Rural,Village,225,45,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,225,-,225,TRUE,0,45,0,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Almorafaa Thani,Rural,Village,210,42,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,210,-,210,TRUE,0,42,0,-,-,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Almorafaa Alomda,Rural,Village,210,42,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,210,-,210,TRUE,0,42,0,-,-,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Almorafaa Alomda,Rural,Village,165,33,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,165,-,165,TRUE,0,33,0,-,-,-,-,33,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Almorafaa Jabur,Rural,Village,170,34,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,170,-,170,TRUE,0,34,0,-,-,-,-,34,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Almorafaa Jabur,Rural,Village,170,34,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,170,-,170,TRUE,0,34,0,-,-,-,-,34,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Umbelail AU,Rural,Village,335,67,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,335,-,335,TRUE,0,67,0,-,-,-,-,67,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Umbelail AU,Rural,Village,275,55,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,275,-,275,TRUE,0,55,0,-,-,-,-,55,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Umbelail AU,Rural,Village,190,38,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,190,-,190,TRUE,0,38,0,-,-,-,-,38,TRUE,Food,3-Return to location of origin
