,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCIDENT,DATA COLLECTION,status,PREVIOUS REPORT IDP,PREVIOUS REPORT HH,Difference IDPs,Difference HH,OK CHECK,"STATE OF DISPLACEMENT
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY OF DISPLACEMENT
 (Drop-down List)",LOCATION OF DISPALCEMENT,Location type (Drop-down List),Location Classification (Drop-down List),IDPs,HHs,"STATE ORIGIN
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY ORIGIN
 (Drop-down List)",LOCATION OF ORIGIN,SUDANESE,NON SUDANESE,TOTAL (=IDPs),VALIDATION,Camp (formal),In Host Family/Community accommodation,In Rented accomodation (paying rent),In Abandoned buildings/critical shelters/no rent,In schools or other public buildings/no rent,Gathering sites (informal settlements or open area),Unknown,Total (=HHs),VALIDATION,priority need,return Intention
,,,,,,,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,,,
4/15/23,5/25/23,2. updated with new information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almazad,Urban,Neighbourhood,300,60,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,300,-,300,TRUE,-,-,60,-,-,-,-,60,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almazad,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,125,-,125,TRUE,0,0,25,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almazad,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,100,-,100,TRUE,0,0,20,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Awooda,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,250,-,250,TRUE,0,50,-,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Awooda,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,150,-,150,TRUE,0,30,-,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Awooda,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,100,-,100,TRUE,0,20,-,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai 114,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,175,-,175,TRUE,0,35,-,-,-,-,-,35,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai 114,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,175,-,175,TRUE,0,35,-,-,-,-,-,35,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almalakiya,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,150,-,150,TRUE,0,30,-,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Almalakiya,Urban,Neighbourhood,200,40,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,200,-,200,TRUE,0,40,-,-,-,-,-,40,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Adalla Masri,Urban,Neighbourhood,200,40,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,200,-,200,TRUE,-,-,40,-,-,-,-,40,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Adalla Masri,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,75,-,75,TRUE,0,0,15,-,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Adalla Masri,Urban,Neighbourhood,50,10,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,50,-,50,TRUE,0,0,10,-,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hllat Alshabargha,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,100,-,100,TRUE,-,-,20,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hllat Alshabargha,Urban,Neighbourhood,50,10,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,50,-,50,TRUE,0,0,10,-,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hillat Aldanagla,Urban,Neighbourhood,300,60,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,300,-,300,TRUE,-,-,60,-,-,-,-,60,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hillat Aldanagla,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,175,-,175,TRUE,0,0,35,-,-,-,-,35,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Algism Alaowal,Urban,Neighbourhood,350,65,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,350,-,350,TRUE,-,-,65,-,-,-,-,65,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Algism Alaowal,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,150,-,150,TRUE,0,0,30,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Marinjan Alkambo,Urban,Neighbourhood,225,45,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,225,-,225,TRUE,0,45,0,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Marinjan Alkambo,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,175,-,175,TRUE,0,35,0,-,-,-,-,35,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Dar Umbelal,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,250,-,250,TRUE,0,50,0,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15030,Medani Al Kubra,Hai Dar Umbelal,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Rawoa Town,Urban,Neighbourhood,480,96,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,480,-,480,TRUE,0,96,0,-,-,-,-,96,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Rawoa Town,Urban,Neighbourhood,430,86,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,430,-,430,TRUE,0,86,0,-,-,-,-,86,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Rawoa Town,Urban,Neighbourhood,260,52,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,260,-,260,TRUE,0,52,0,-,-,-,-,52,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Rawoa Villages,Rural,Village,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,100,-,100,TRUE,0,0,20,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Rawoa Villages,Rural,Village,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,100,-,100,TRUE,0,0,20,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Asheeb,Rural,Village,325,65,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,325,-,325,TRUE,0,0,65,-,-,-,-,65,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Asheeb,Rural,Village,175,35,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,175,-,175,TRUE,0,0,35,-,-,-,-,35,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Wad Asheeb,Rural,Village,100,20,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,100,-,100,TRUE,0,0,20,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Albshagra East,Rural,Village,85,17,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,85,-,85,TRUE,0,0,17,-,-,-,-,17,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Albshagra East,Rural,Village,65,13,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,65,-,65,TRUE,0,0,13,-,-,-,-,13,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Almatama Sharg,Rural,Village,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,150,-,150,TRUE,0,0,30,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Almatama Sharg,Rural,Village,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,100,-,100,TRUE,0,0,20,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Rufaa Town /Hai Alshawaiga,Urban,Neighbourhood,385,77,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,385,-,385,TRUE,0,77,0,-,-,-,-,77,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Rufaa Town /Hai Alshawaiga,Urban,Neighbourhood,320,64,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,320,-,320,TRUE,0,64,0,-,-,-,-,64,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Rufaa Town/ Alhai Alshargi,Urban,Neighbourhood,355,71,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,355,-,355,TRUE,0,71,0,-,-,-,-,71,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Rufaa Town/ Alhai Alshargi,Urban,Neighbourhood,300,60,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,300,-,300,TRUE,0,60,0,-,-,-,-,60,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Rufaa Town / Hai Aldanagla,Urban,Neighbourhood,180,36,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,180,-,180,TRUE,0,36,0,-,-,-,-,36,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Rufaa Town / Hai Aldanagla,Urban,Neighbourhood,165,33,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,165,-,165,TRUE,0,33,0,-,-,-,-,33,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Rufaa Town /Hai Dim Alnour,Urban,Neighbourhood,90,18,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,90,-,90,TRUE,0,18,0,-,-,-,-,18,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Rufaa Town /Hai Dim Alnour,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,75,-,75,TRUE,0,15,0,-,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Tanbool,Urban,Neighbourhood,25,5,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,25,-,25,TRUE,0,5,0,-,-,-,-,5,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Tanbool,Urban,Neighbourhood,25,5,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,25,-,25,TRUE,0,5,0,-,-,-,-,5,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Alregiba,Rural,Village,50,10,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,50,-,50,TRUE,0,0,0,10,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Alregiba,Rural,Village,50,10,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,50,-,50,TRUE,0,0,0,10,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Alomarab Village,Rural,Village,85,17,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,85,-,85,TRUE,0,0,0,17,-,-,-,17,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Alomarab Village,Rural,Village,65,13,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,65,-,65,TRUE,0,0,0,13,-,-,-,13,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Dim Jad Alkareem Village,Rural,Village,50,10,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,50,-,50,TRUE,0,0,0,10,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Dim Jad Alkareem Village,Rural,Village,50,10,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,50,-,50,TRUE,0,0,0,10,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Alshegeel Village,Rural,Village,75,15,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,75,-,75,TRUE,0,0,0,15,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Alshegeel Village,Rural,Village,75,15,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,75,-,75,TRUE,0,0,0,15,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Alrekeib Village,Rural,Village,150,30,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,150,-,150,TRUE,0,0,0,30,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Alrekeib Village,Rural,Village,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,100,-,100,TRUE,0,0,0,20,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Eidelnour Village,Rural,Village,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,100,-,100,TRUE,0,0,0,20,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Eidelnour Village,Rural,Village,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,100,-,100,TRUE,0,0,0,20,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Alfatniya Village,Rural,Village,75,15,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,75,-,75,TRUE,0,0,0,15,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Alfatniya Village,Rural,Village,75,15,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,75,-,75,TRUE,0,0,0,15,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Almahas Village,Rural,Village,90,18,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,90,-,90,TRUE,0,0,0,18,-,-,-,18,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Almahas Village,Rural,Village,60,12,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,60,-,60,TRUE,0,0,0,12,-,-,-,12,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Albshagra,Rural,Village,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,100,-,100,TRUE,0,0,0,20,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Albshagra,Rural,Village,50,10,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods and villages,50,-,50,TRUE,0,0,0,10,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Almgareed wa Alnabti,Rural,Village,50,10,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,50,-,50,TRUE,0,0,0,10,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Almgareed wa Alnabti,Rural,Village,50,10,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,50,-,50,TRUE,0,0,0,10,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Altekilat,Rural,Village,85,17,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,85,-,85,TRUE,0,0,0,17,-,-,-,17,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Altekilat,Rural,Village,50,10,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,50,-,50,TRUE,0,0,0,10,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Aljneed,Rural,Village,40,8,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,40,-,40,TRUE,0,0,0,8,-,-,-,8,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15033,Sharg Aj Jazirah,Aljneed,Rural,Village,35,7,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,35,-,35,TRUE,0,0,0,7,-,-,-,7,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Alshareif Yagoup,Rural,Village,500,100,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,500,-,500,TRUE,0,100,0,-,-,-,-,100,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Alshareif Yagoup,Rural,Village,435,87,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,435,-,435,TRUE,0,87,0,-,-,-,-,87,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Alshareif Yagoup,Rural,Village,315,63,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,315,-,315,TRUE,0,63,0,-,-,-,-,63,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Wad Almeheedi,Rural,Village,525,105,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,525,-,525,TRUE,0,105,0,-,-,-,-,105,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Wad Almeheedi,Rural,Village,490,98,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,490,-,490,TRUE,0,98,0,-,-,-,-,98,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Wad Almeheedi,Rural,Village,410,82,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,410,-,410,TRUE,0,82,0,-,-,-,-,82,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Wad Almeheedi,Rural,Village,325,65,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,325,-,325,TRUE,0,65,0,-,-,-,-,65,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Um Algura Town,Urban,Neighbourhood,400,80,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,400,-,400,TRUE,0,0,80,-,-,-,-,80,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Um Algura Town,Urban,Neighbourhood,340,68,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,340,-,340,TRUE,0,0,68,-,-,-,-,68,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Um Algura Town,Urban,Neighbourhood,260,52,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,260,-,260,TRUE,0,0,52,-,-,-,-,52,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Um Algura Town,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,250,-,250,TRUE,0,0,50,-,-,-,-,50,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Village 26,Rural,Village,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Village 26,Rural,Village,100,20,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,100,-,100,TRUE,0,20,0,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Aj Jazirah,SD15,SD15032,Um Algura,Village 27,Rural,Village,300,60,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,300,-,300,TRUE,0,60,0,-,-,-,-,60,TRUE,Food,3-Return to location of origin
