,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: With Host Community,SHELTER CATEGORY: In Rented accomodation (paying rent),SHELTER CATEGORY: In Abandoned buildings/critical shelters/no rent,SHELTER CATEGORY: In schools or other public buildings/no rent,SHELTER CATEGORY: Gathering sites (informal settlements or open area),SHELTER CATEGORY: Unknown,total,TOP PRIORITY NEED,RETURN INTENTIONS
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Alhedibah 44,Rural,Village,355,71,Khartoum,SD01,SD01001,Jebel Awlia,,355,0,355,0,71,0,0,0,0,0,71,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Alhedibah 44,Rural,Village,310,62,Khartoum,SD01,SD01007,Khartoum,,310,0,310,0,62,0,0,0,0,0,62,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Alhedibah Abuelhassan,Rural,Village,305,61,Khartoum,SD01,SD01001,Jebel Awlia,,305,0,305,0,61,0,0,0,0,0,61,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Alhedibah Abuelhassan,Rural,Village,285,57,Khartoum,SD01,SD01007,Khartoum,,285,0,285,0,57,0,0,0,0,0,57,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Alhedibah Abuelhassan,Rural,Village,255,51,Khartoum,SD01,SD01002,Um Bada,,255,0,255,0,51,0,0,0,0,0,51,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Alkhiary,Rural,Village,210,42,Khartoum,SD01,SD01001,Jebel Awlia,,210,0,210,0,42,0,0,0,0,0,42,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Alkhiary,Rural,Village,210,42,Khartoum,SD01,SD01006,Um Durman,,210,0,210,0,42,0,0,0,0,0,42,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Alremilat,Rural,Village,210,42,Khartoum,SD01,SD01001,Jebel Awlia,,210,0,210,0,42,0,0,0,0,0,42,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Alremilat,Rural,Village,210,42,Khartoum,SD01,SD01002,Um Bada,,210,0,210,0,42,0,0,0,0,0,42,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Alshareif Yagoup,Rural,Village,655,131,Khartoum,SD01,SD01007,Khartoum,,655,0,655,0,131,0,0,0,0,0,131,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Alshareif Yagoup,Rural,Village,590,118,Khartoum,SD01,SD01006,Um Durman,,590,0,590,0,118,0,0,0,0,0,118,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Alshareif Yagoup,Rural,Village,470,94,Khartoum,SD01,SD01004,Sharg An Neel,,470,0,470,0,94,0,0,0,0,0,94,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Amarah Albanaa,Rural,Village,235,47,Khartoum,SD01,SD01006,Um Durman,,235,0,235,0,47,0,0,0,0,0,47,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Amarah Albanaa,Rural,Village,235,47,Khartoum,SD01,SD01007,Khartoum,,235,0,235,0,47,0,0,0,0,0,47,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Dahawe,Rural,Village,190,38,Khartoum,SD01,SD01001,Jebel Awlia,,190,0,190,0,38,0,0,0,0,0,38,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Dahawe,Rural,Village,190,38,Khartoum,SD01,SD01007,Khartoum,,190,0,190,0,38,0,0,0,0,0,38,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Mehila,Rural,Village,530,106,Khartoum,SD01,SD01006,Um Durman,,530,0,530,0,106,0,0,0,0,0,106,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Mehila,Rural,Village,380,76,Khartoum,SD01,SD01001,Jebel Awlia,,380,0,380,0,76,0,0,0,0,0,76,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Mehila,Rural,Village,305,61,Khartoum,SD01,SD01005,Karrari,,305,0,305,0,61,0,0,0,0,0,61,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Ragowa Baker,Rural,Village,230,46,Khartoum,SD01,SD01001,Jebel Awlia,,230,0,230,0,46,0,0,0,0,0,46,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Ragowa Baker,Rural,Village,230,46,Khartoum,SD01,SD01006,Um Durman,,230,0,230,0,46,0,0,0,0,0,46,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Um Algura town,Urban,neighbourhood,555,111,Khartoum,SD01,SD01001,Jebel Awlia,,555,0,555,0,0,111,0,0,0,0,111,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Um Algura town,Urban,neighbourhood,495,99,Khartoum,SD01,SD01007,Khartoum,,495,0,495,0,0,99,0,0,0,0,99,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Um Algura town,Urban,neighbourhood,420,84,Khartoum,SD01,SD01006,Um Durman,,420,0,420,0,0,84,0,0,0,0,84,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Um Algura town,Urban,neighbourhood,410,82,Khartoum,SD01,SD01004,Sharg An Neel,,410,0,410,0,0,82,0,0,0,0,82,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 26,Rural,Village,310,62,Khartoum,SD01,SD01006,Um Durman,,310,0,310,0,62,0,0,0,0,0,62,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 26,Rural,Village,260,52,Khartoum,SD01,SD01007,Khartoum,,260,0,260,0,52,0,0,0,0,0,52,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 27,Rural,Village,460,92,Khartoum,SD01,SD01001,Jebel Awlia,,460,0,460,0,92,0,0,0,0,0,92,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 27,Rural,Village,405,81,Khartoum,SD01,SD01006,Um Durman,,405,0,405,0,81,0,0,0,0,0,81,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 27,Rural,Village,405,81,Khartoum,SD01,SD01007,Khartoum,,405,0,405,0,81,0,0,0,0,0,81,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 28,Rural,Village,210,42,Khartoum,SD01,SD01001,Jebel Awlia,,210,0,210,0,42,0,0,0,0,0,42,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 28,Rural,Village,210,42,Khartoum,SD01,SD01006,Um Durman,,210,0,210,0,42,0,0,0,0,0,42,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 29,Rural,Village,220,44,Khartoum,SD01,SD01001,Jebel Awlia,,220,0,220,0,44,0,0,0,0,0,44,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 29,Rural,Village,220,44,Khartoum,SD01,SD01002,Um Bada,,220,0,220,0,44,0,0,0,0,0,44,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 30,Rural,Village,310,62,Khartoum,SD01,SD01007,Khartoum,,310,0,310,0,62,0,0,0,0,0,62,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 30,Rural,Village,210,42,Khartoum,SD01,SD01002,Um Bada,,210,0,210,0,42,0,0,0,0,0,42,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 33,Rural,Village,425,85,Khartoum,SD01,SD01001,Jebel Awlia,,425,0,425,0,85,0,0,0,0,0,85,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 33,Rural,Village,405,81,Khartoum,SD01,SD01006,Um Durman,,405,0,405,0,81,0,0,0,0,0,81,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 33,Rural,Village,355,71,Khartoum,SD01,SD01004,Sharg An Neel,,355,0,355,0,71,0,0,0,0,0,71,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 34,Rural,Village,225,45,Khartoum,SD01,SD01006,Um Durman,,225,0,225,0,45,0,0,0,0,0,45,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 34,Rural,Village,210,42,Khartoum,SD01,SD01007,Khartoum,,210,0,210,0,42,0,0,0,0,0,42,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 37,Rural,Village,305,61,Khartoum,SD01,SD01006,Um Durman,,305,0,305,0,61,0,0,0,0,0,61,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 37,Rural,Village,235,47,Khartoum,SD01,SD01007,Khartoum,,235,0,235,0,47,0,0,0,0,0,47,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 37,Rural,Village,230,46,Khartoum,SD01,SD01001,Jebel Awlia,,230,0,230,0,46,0,0,0,0,0,46,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 38,Rural,Village,310,62,Khartoum,SD01,SD01001,Jebel Awlia,,310,0,310,0,62,0,0,0,0,0,62,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 38,Rural,Village,260,52,Khartoum,SD01,SD01007,Khartoum,,260,0,260,0,52,0,0,0,0,0,52,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 38,Rural,Village,255,51,Khartoum,SD01,SD01006,Um Durman,,255,0,255,0,51,0,0,0,0,0,51,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 49,Rural,Village,285,57,Khartoum,SD01,SD01001,Jebel Awlia,,285,0,285,0,57,0,0,0,0,0,57,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,village 49,Rural,Village,280,56,Khartoum,SD01,SD01006,Um Durman,,280,0,280,0,56,0,0,0,0,0,56,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Wad Almeheedi,Rural,Village,680,136,Khartoum,SD01,SD01001,Jebel Awlia,,680,0,680,0,136,0,0,0,0,0,136,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Wad Almeheedi,Rural,Village,645,129,Khartoum,SD01,SD01007,Khartoum,,645,0,645,0,129,0,0,0,0,0,129,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Wad Almeheedi,Rural,Village,570,114,Khartoum,SD01,SD01006,Um Durman,,570,0,570,0,114,0,0,0,0,0,114,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Wad Almeheedi,Rural,Village,485,97,Khartoum,SD01,SD01004,Sharg An Neel,,485,0,485,0,97,0,0,0,0,0,97,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Wad Alobeid,Rural,Village,410,82,Khartoum,SD01,SD01003,Bahri,,410,0,410,0,82,0,0,0,0,0,82,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Wad Alobeid,Rural,Village,405,81,Khartoum,SD01,SD01001,Jebel Awlia,,405,0,405,0,81,0,0,0,0,0,81,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Aj Jazirah,SD15,SD15032,Um Algura,Wad Alobeid,Rural,Village,410,82,Khartoum,SD01,SD01002,Um Bada,,410,0,410,0,82,0,0,0,0,0,82,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Blue Nile,SD08,SD08106,Al Kurmuk,Al Kurmuk town,Urban,neighbourhood,130,26,Khartoum,SD01,SD01001,Jebel Awlia,,130,0,130,0,26,0,0,0,0,0,26,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08107,Ar Rusayris,"Ar Rusayris town ( Hai alshargi, Dar alsalam)",Urban,neighbourhood,"3,215",643,Khartoum,SD01,SD01004,Sharg An Neel,,"3,215",0,"3,215",0,643,0,0,0,0,0,643,Food,Remain in the same place
4/15/23,6/7/23,Updated with same information,Blue Nile,SD08,SD08108,At Tadamon - BN,Agadi,Rural,Village,5,1,Khartoum,SD01,SD01007,Khartoum,,5,0,5,0,1,0,0,0,,,1,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Blue Nile,SD08,SD08108,At Tadamon - BN,Jeriwa village,Rural,Village,45,9,Khartoum,SD01,SD01007,Khartoum,,45,0,45,0,9,0,0,0,0,0,9,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Blue Nile,SD08,SD08108,At Tadamon - BN,Roro Village,Rural,Village,105,21,Khartoum,SD01,SD01007,Khartoum,,105,0,105,0,21,0,0,0,0,0,21,Food,Return to location of origin
4/15/23,6/7/23,New Location,Blue Nile,SD08,SD08105,Ed Damazine,Abdel Khlaag,Rural,Village,75,15,Khartoum,SD01,SD01004,Sharg An Neel,,75,0,75,0,15,0,0,0,0,0,15,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Blue Nile,SD08,SD08105,Ed Damazine,Abdo Zoni,Rural,Village,75,15,Khartoum,SD01,SD01007,Khartoum,,75,0,75,0,15,0,0,0,0,0,15,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Abu hashim,Rural,Village,"1,035",207,Khartoum,SD01,SD01001,Jebel Awlia,,"1,035",0,"1,035",,207,,,,,,207,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Al Nahda,Urban,neighbourhood,187,37,Khartoum,SD01,SD01004,Sharg An Neel,,187,0,187,,37,,,,,,37,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Al Nasr,Urban,neighbourhood,565,113,Khartoum,SD01,SD01004,Sharg An Neel,,565,0,565,,113,,,,,,113,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Alban jadeed,Rural,Village,150,30,Khartoum,SD01,SD01007,Khartoum,,150,0,150,0,30,0,0,0,0,0,30,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Aldrwa,Urban,neighbourhood,170,34,Khartoum,SD01,SD01004,Sharg An Neel,,170,0,170,,34,,,,,,34,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Almorbat,Urban,neighbourhood,705,141,Khartoum,SD01,SD01004,Sharg An Neel,,705,0,705,,141,,,,,,141,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Alrabie,Urban,neighbourhood,155,31,Khartoum,SD01,SD01004,Sharg An Neel,,155,0,155,,31,,,,,,31,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Alseirew,Rural,Village,500,100,Khartoum,SD01,SD01007,Khartoum,,500,0,500,0,100,0,0,0,0,0,100,Food,Return to location of origin
4/15/23,6/7/23,New Location,Blue Nile,SD08,SD08105,Ed Damazine,alsirajya,Rural,Village,400,80,Khartoum,SD01,SD01001,Jebel Awlia,,400,0,400,,80,,,,,,80,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Arkweet,Urban,neighbourhood,690,138,Khartoum,SD01,SD01004,Sharg An Neel,,690,0,690,,138,,,,,,138,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Bant,Urban,neighbourhood,50,10,Khartoum,SD01,SD01001,Jebel Awlia,,50,0,50,,10,,,,,,10,Food,Remain in the same place
4/15/23,6/7/23,New Location,Blue Nile,SD08,SD08105,Ed Damazine,Bigawi,Rural,Village,690,138,Khartoum,SD01,SD01001,Jebel Awlia,,690,0,690,,138,,,,,,138,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Dar alsalam,Urban,neighbourhood,493,99,Khartoum,SD01,SD01004,Sharg An Neel,,493,0,493,,99,,,,,,99,Food,Remain in the same place
4/15/23,6/7/23,New Location,Blue Nile,SD08,SD08105,Ed Damazine,Gebril,Rural,Village,230,46,Khartoum,SD01,SD01001,Jebel Awlia,,230,0,230,,46,,,,,,46,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Hai almak,Urban,neighbourhood,170,34,Khartoum,SD01,SD01004,Sharg An Neel,,170,0,170,,34,,,,,,34,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Hai alqasm,Urban,neighbourhood,"1,125",225,Khartoum,SD01,SD01001,Jebel Awlia,,"1,125",0,"1,125",,225,,,,,,225,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Hai alsafa,Urban,neighbourhood,170,34,Khartoum,SD01,SD01001,Jebel Awlia,,170,0,170,,34,,,,,,34,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Hai alshati,Urban,neighbourhood,842,160,Khartoum,SD01,SD01001,Jebel Awlia,,842,0,842,,160,,,,,,160,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Hai alzabir,Urban,neighbourhood,190,38,Khartoum,SD01,SD01001,Jebel Awlia,,190,0,190,,38,,,,,,38,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Hai alzihor,Urban,neighbourhood,"1,585",317,Khartoum,SD01,SD01001,Jebel Awlia,,"1,585",0,"1,585",,317,,,,,,317,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Hai saka hadeed,Urban,neighbourhood,215,43,Khartoum,SD01,SD01001,Jebel Awlia,,0,215,215,,43,,,,,,43,Food,Remain in the same place
4/15/23,6/7/23,New Location,Blue Nile,SD08,SD08105,Ed Damazine,Khor nimir,Rural,Village,25,5,Khartoum,SD01,SD01001,Jebel Awlia,,25,0,25,,5,,,,,,5,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,oshara,Urban,neighbourhood,631,126,Khartoum,SD01,SD01004,Sharg An Neel,,631,0,631,,126,,,,,,126,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Qanis qarb,Urban,neighbourhood,491,98,Khartoum,SD01,SD01001,Jebel Awlia,,491,0,491,,98,,,,,,98,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Blue Nile,SD08,SD08105,Ed Damazine,Shamar,Rural,Village,320,64,Khartoum,SD01,SD01004,Sharg An Neel,,320,0,320,0,64,0,0,0,0,0,64,Food,Return to location of origin
4/15/23,6/7/23,New Location,Central Darfur,SD06,SD06135,Um Dukhun,Abujaradil,Rural,Village,"1,000",200,Central Darfur,SD06,SD06135,Um Dukhon,Um Dukhon,"1,000",0,"1,000",0,200,0,0,0,0,0,200,Food,Remain in the same place
4/15/23,6/7/23,New Location,Central Darfur,SD06,SD06135,Um Dukhun,Brangu,Rural,Village,650,130,South Darfur,SD03,SD03164,Nyala shamal,Nyala town,650,0,650,0,130,0,0,0,0,0,130,Food,Remain in the same place
4/15/23,6/7/23,New Location,Central Darfur,SD06,SD06135,Um Dukhun,Mindi,Rural,Village,500,100,Central Darfur,SD06,SD06138,Zalingi,Zalingi town,500,0,500,0,100,0,0,0,0,0,100,Food,Remain in the same place
4/15/23,6/7/23,New Location,Central Darfur,SD06,SD06135,Um Dukhun,Srino,Rural,Village,500,100,South Darfur,SD03,SD03164,Nyala shamal,Nyala town,500,0,500,0,100,0,0,0,0,0,100,Food,Remain in the same place
4/15/23,6/7/23,New Location,Central Darfur,SD06,SD06135,Um Dukhun,Towal,Rural,Village,"1,000",200,South Darfur,SD03,SD03164,Nyala shamal,Nyala town,"1,000",0,"1,000",0,200,0,0,0,0,0,200,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Central Darfur,SD06,SD06137,Wadi Salih,Al Amira Camp,Rural,Camp,280,56,Central Darfur,SD06,SD06137,Wadi Salih,Al Amira Camp,280,0,280,56,0,0,0,0,0,0,56,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Central Darfur,SD06,SD06138,Zalingi,Al Himmediya,Urban,neighbourhood,"20,000","4,000",Central Darfur,SD06,SD06138,Zalingi,Hai El Estad,"20,000",0,"20,000",0,"4,000",0,0,0,0,0,"4,000",Food,Move to another location
4/15/23,6/7/23,Updated with new information,Central Darfur,SD06,SD06138,Zalingi,Hai Al sawra,Urban,neighbourhood,"40,000","8,000",Central Darfur,SD06,SD06138,Zalingi,Hai El Estad,"40,000",0,"40,000",0,"8,000",0,0,0,0,0,"8,000",Food,Move to another location
4/15/23,6/7/23,Updated with new information,Central Darfur,SD06,SD06138,Zalingi,Hai Alwadi,Urban,neighbourhood,"15,000","3,000",Central Darfur,SD06,SD06138,Zalingi,Hai El Estad,"15,000",0,"15,000",0,"3,000",0,0,0,0,0,"3,000",Food,Move to another location
4/15/23,6/7/23,Updated with new information,Central Darfur,SD06,SD06138,Zalingi,Hai El estad,Urban,neighbourhood,"15,000","3,000",Central Darfur,SD06,SD06138,Zalingi,Hai El Estad,"15,000",0,"15,000",0,"3,000",0,0,0,0,0,"3,000",Food,Move to another location
4/15/23,6/7/23,Updated with new information,East Darfur,SD05,SD05142,Ad Du'ayn,Ad Du'ayn town,Urban,neighbourhood,"4,900",980,South Darfur,SD03,SD03167,Nyala Janoub,Nyala town,"4,900",0,"4,900",0,882,0,0,98,0,0,980,Food,unknown
4/15/23,6/7/23,Updated with new information,East Darfur,SD05,SD05142,Ad Du'ayn,El Neem IDP camp,Urban,Camp,"2,100",420,South Darfur,SD03,SD03167,Nyala Janoub,Nyala town,"2,100",0,"2,100",420,0,0,0,0,0,0,420,Food,unknown
4/15/23,6/7/23,Updated with same information,Gedaref,SD12,SD12073,Al Butanah,Alsubaq,Rural,Village,160,32,Khartoum,SD01,SD01001,Jebel Awlia,,160,0,160,0,32,0,0,0,0,0,32,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Gedaref,SD12,SD12073,Al Butanah,Village Aladeed,Rural,Village,60,12,Khartoum,SD01,SD01001,Jebel Awlia,,60,0,60,0,12,0,0,0,0,0,12,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Gedaref,SD12,SD12073,Al Butanah,Village Guly,Rural,Village,235,47,Khartoum,SD01,SD01001,Jebel Awlia,,235,0,235,0,47,0,0,0,0,0,47,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Gedaref,SD12,SD12074,Al Fao,"Dar alsalam, hai alradwan (Al Fao town)",Urban,neighbourhood,"2,050",410,Khartoum,SD01,SD01004,Sharg An Neel,,"1,800",250,"2,050",0,410,0,0,0,0,0,410,Food,Remain in the same place
4/15/23,6/7/23,Updated with same information,Gedaref,SD12,SD12074,Al Fao,Village 10,Rural,Village,900,180,Khartoum,SD01,SD01007,Khartoum,,900,0,900,0,180,0,0,0,0,0,180,Food,Remain in the same place
4/15/23,6/7/23,Updated with same information,Gedaref,SD12,SD12074,Al Fao,Village 13,Rural,Village,300,60,Khartoum,SD01,SD01007,Khartoum,,300,0,300,0,60,0,0,0,0,0,60,Food,Remain in the same place
4/15/23,6/7/23,Updated with same information,Gedaref,SD12,SD12074,Al Fao,Village 18,Rural,Village,300,60,Khartoum,SD01,SD01004,Sharg An Neel,,300,0,300,0,60,0,0,0,0,0,60,Food,Remain in the same place
4/15/23,6/7/23,Updated with same information,Gedaref,SD12,SD12075,Al Fashaga,Alshouk Almadina,Urban,neighbourhood,325,65,Khartoum,SD01,SD01001,Jebel Awlia,,325,0,325,0,65,0,0,0,0,0,65,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Gedaref,SD12,SD12075,Al Fashaga,Almadina 1,Urban,neighbourhood,150,30,Khartoum,SD01,SD01001,Jebel Awlia,,150,0,150,0,30,0,0,0,0,0,30,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Gedaref,SD12,SD12075,Al Fashaga,Almadina 2,Urban,neighbourhood,50,10,Khartoum,SD01,SD01001,Jebel Awlia,,50,0,50,0,10,0,0,0,0,0,10,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Gedaref,SD12,SD12075,Al Fashaga,Almadina 3,Urban,neighbourhood,100,20,Khartoum,SD01,SD01001,Jebel Awlia,,100,0,100,0,20,0,0,0,0,0,20,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Gedaref,SD12,SD12075,Al Fashaga,Almadina 6,Urban,neighbourhood,375,75,Khartoum,SD01,SD01001,Jebel Awlia,,375,0,375,0,75,0,0,0,0,0,75,Food,Return to location of origin
