param_C,param_max_iter,params,split0_test_Precision,split1_test_Precision,split2_test_Precision,split3_test_Precision,split4_test_Precision,mean_test_Precision,std_test_Precision,rank_test_Precision,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1,emotion
100,1000,"{'C': 100, 'max_iter': 1000}",0.7121771217712177,0.7416974169741697,0.7282608695652174,0.7106227106227107,0.7228070175438597,0.723113027295435,0.011380470130475452,1,0.7095588235294118,0.7362637362637363,0.7389705882352942,0.7132352941176471,0.7573529411764706,0.7310762766645119,0.01766915073116399,16,0.7119266055045872,0.7394495412844037,0.7316176470588235,0.7113970588235294,0.7334558823529411,0.725569347004857,0.011648324467623074,4,0.710865561694291,0.738970588235294,0.7335766423357664,0.7119266055045873,0.7396768402154398,0.7270032475970758,0.01292112033285023,10,anger
100,5000,"{'C': 100, 'max_iter': 5000}",0.7121771217712177,0.7416974169741697,0.7282608695652174,0.7106227106227107,0.7228070175438597,0.723113027295435,0.011380470130475452,1,0.7095588235294118,0.7362637362637363,0.7389705882352942,0.7132352941176471,0.7573529411764706,0.7310762766645119,0.01766915073116399,16,0.7119266055045872,0.7394495412844037,0.7316176470588235,0.7113970588235294,0.7334558823529411,0.725569347004857,0.011648324467623074,4,0.710865561694291,0.738970588235294,0.7335766423357664,0.7119266055045873,0.7396768402154398,0.7270032475970758,0.01292112033285023,10,anger
100,10000,"{'C': 100, 'max_iter': 10000}",0.7121771217712177,0.7416974169741697,0.7282608695652174,0.7106227106227107,0.7228070175438597,0.723113027295435,0.011380470130475452,1,0.7095588235294118,0.7362637362637363,0.7389705882352942,0.7132352941176471,0.7573529411764706,0.7310762766645119,0.01766915073116399,16,0.7119266055045872,0.7394495412844037,0.7316176470588235,0.7113970588235294,0.7334558823529411,0.725569347004857,0.011648324467623074,4,0.710865561694291,0.738970588235294,0.7335766423357664,0.7119266055045873,0.7396768402154398,0.7270032475970758,0.01292112033285023,10,anger
10,1000,"{'C': 10, 'max_iter': 1000}",0.7047970479704797,0.7415730337078652,0.7240143369175627,0.7148148148148148,0.7220216606498195,0.7214441788121084,0.012109380080262319,4,0.7022058823529411,0.7252747252747253,0.7426470588235294,0.7095588235294118,0.7352941176470589,0.7229961215255333,0.0152012308885223,31,0.7045871559633028,0.7357798165137615,0.7297794117647058,0.7132352941176471,0.7261029411764706,0.7218969239071775,0.011377265050101363,22,0.7034990791896869,0.7333333333333333,0.7332123411978221,0.7121771217712177,0.7285974499089254,0.722163865080197,0.012135288489245092,25,anger
10,5000,"{'C': 10, 'max_iter': 5000}",0.7047970479704797,0.7415730337078652,0.7240143369175627,0.7148148148148148,0.7220216606498195,0.7214441788121084,0.012109380080262319,4,0.7022058823529411,0.7252747252747253,0.7426470588235294,0.7095588235294118,0.7352941176470589,0.7229961215255333,0.0152012308885223,31,0.7045871559633028,0.7357798165137615,0.7297794117647058,0.7132352941176471,0.7261029411764706,0.7218969239071775,0.011377265050101363,22,0.7034990791896869,0.7333333333333333,0.7332123411978221,0.7121771217712177,0.7285974499089254,0.722163865080197,0.012135288489245092,25,anger
10,10000,"{'C': 10, 'max_iter': 10000}",0.7047970479704797,0.7415730337078652,0.7240143369175627,0.7148148148148148,0.7220216606498195,0.7214441788121084,0.012109380080262319,4,0.7022058823529411,0.7252747252747253,0.7426470588235294,0.7095588235294118,0.7352941176470589,0.7229961215255333,0.0152012308885223,31,0.7045871559633028,0.7357798165137615,0.7297794117647058,0.7132352941176471,0.7261029411764706,0.7218969239071775,0.011377265050101363,22,0.7034990791896869,0.7333333333333333,0.7332123411978221,0.7121771217712177,0.7285974499089254,0.722163865080197,0.012135288489245092,25,anger
5,1000,"{'C': 5, 'max_iter': 1000}",0.6981818181818182,0.7388059701492538,0.7259786476868327,0.7100371747211895,0.7299270072992701,0.7205861236076729,0.014570706615038542,13,0.7058823529411765,0.7252747252747253,0.75,0.7022058823529411,0.7352941176470589,0.7237314156431804,0.017933510694395156,25,0.7009174311926606,0.7339449541284404,0.7334558823529411,0.7077205882352942,0.7316176470588235,0.721531300593632,0.01423865314387313,25,0.7020109689213894,0.7319778188539742,0.7377938517179025,0.7060998151571164,0.7326007326007326,0.722096637450223,0.014924534836018483,28,anger
5,5000,"{'C': 5, 'max_iter': 5000}",0.6981818181818182,0.7388059701492538,0.7259786476868327,0.7100371747211895,0.7299270072992701,0.7205861236076729,0.014570706615038542,13,0.7058823529411765,0.7252747252747253,0.75,0.7022058823529411,0.7352941176470589,0.7237314156431804,0.017933510694395156,25,0.7009174311926606,0.7339449541284404,0.7334558823529411,0.7077205882352942,0.7316176470588235,0.721531300593632,0.01423865314387313,25,0.7020109689213894,0.7319778188539742,0.7377938517179025,0.7060998151571164,0.7326007326007326,0.722096637450223,0.014924534836018483,28,anger
5,10000,"{'C': 5, 'max_iter': 10000}",0.6981818181818182,0.7388059701492538,0.7259786476868327,0.7100371747211895,0.7299270072992701,0.7205861236076729,0.014570706615038542,13,0.7058823529411765,0.7252747252747253,0.75,0.7022058823529411,0.7352941176470589,0.7237314156431804,0.017933510694395156,25,0.7009174311926606,0.7339449541284404,0.7334558823529411,0.7077205882352942,0.7316176470588235,0.721531300593632,0.01423865314387313,25,0.7020109689213894,0.7319778188539742,0.7377938517179025,0.7060998151571164,0.7326007326007326,0.722096637450223,0.014924534836018483,28,anger
4,1000,"{'C': 4, 'max_iter': 1000}",0.6909090909090909,0.7397769516728625,0.7295373665480427,0.7137546468401487,0.7326007326007326,0.7213157577141754,0.0174212340333994,7,0.6985294117647058,0.7289377289377289,0.7536764705882353,0.7058823529411765,0.7352941176470589,0.7244640163757812,0.02004272741458867,22,0.6935779816513762,0.7357798165137615,0.7371323529411765,0.7113970588235294,0.7334558823529411,0.722268618456557,0.01714631971239824,16,0.6946983546617916,0.7343173431734319,0.7414104882459314,0.7097966728280962,0.7339449541284403,0.7228335626075383,0.01767480028211058,22,anger
4,5000,"{'C': 4, 'max_iter': 5000}",0.6909090909090909,0.7397769516728625,0.7295373665480427,0.7137546468401487,0.7326007326007326,0.7213157577141754,0.0174212340333994,7,0.6985294117647058,0.7289377289377289,0.7536764705882353,0.7058823529411765,0.7352941176470589,0.7244640163757812,0.02004272741458867,22,0.6935779816513762,0.7357798165137615,0.7371323529411765,0.7113970588235294,0.7334558823529411,0.722268618456557,0.01714631971239824,16,0.6946983546617916,0.7343173431734319,0.7414104882459314,0.7097966728280962,0.7339449541284403,0.7228335626075383,0.01767480028211058,22,anger
4,10000,"{'C': 4, 'max_iter': 10000}",0.6909090909090909,0.7397769516728625,0.7295373665480427,0.7137546468401487,0.7326007326007326,0.7213157577141754,0.0174212340333994,7,0.6985294117647058,0.7289377289377289,0.7536764705882353,0.7058823529411765,0.7352941176470589,0.7244640163757812,0.02004272741458867,22,0.6935779816513762,0.7357798165137615,0.7371323529411765,0.7113970588235294,0.7334558823529411,0.722268618456557,0.01714631971239824,16,0.6946983546617916,0.7343173431734319,0.7414104882459314,0.7097966728280962,0.7339449541284403,0.7228335626075383,0.01767480028211058,22,anger
