,emoji flag,threshold,coverage,top emotion flag,Baseline Prevalence,0-baseline Accuracy,Random baseline Accuracy,Accuracy,Precision,Recall,F1
anger-disgust,1,0.7777777777777777,0.0390321844327779,0,0.4147454918968198,58.52545081031728,50.03423875827437,59.689568591645745,64.91228070175438,6.1089708310401765,11.167002012072434
anger,1,0.8888888888888888,0.03520841764467827,0,0.3932892033782172,60.67107966217758,50.49075553526592,61.28737731111618,65.51724137931035,3.3081834010446896,6.298342541436464
fear,1,0.8888888888888888,0.032550335570469796,0,0.17804154302670394,82.19584569732937,49.646199497831546,82.40127824697558,54.63917525773196,6.794871794871795,12.086659064994299
sadness,1,0.8888888888888888,0.061377245508982034,0,0.37388724035607657,62.611275964391695,48.6646884272997,63.70691622917142,64.63414634146342,6.471306471306471,11.76470588235294
disgust,1,0.8888888888888888,0.01896551724137931,0,0.19516092216388686,80.48390778361104,50.3081488244693,79.89043597352203,20.454545454545453,1.0526315789473684,2.0022246941045605
joy,1,0.8888888888888888,0.09455872594558726,0,0.26866012325952554,73.13398767404702,48.870120976945906,73.84158867838393,55.43859649122807,13.423959218351742,21.614227086183313
anger-disgust,1,0.8888888888888888,0.03857566765578635,0,0.4147454918968198,58.52545081031728,49.486418625884504,59.64391691394659,64.49704142011835,5.998899284534947,10.976837865055389
anger,1,1.0,0.03520841764467827,0,0.3932892033782172,60.67107966217758,51.31248573385072,61.28737731111618,65.51724137931035,3.3081834010446896,6.298342541436464
fear,1,1.0,0.032550335570469796,0,0.17804154302670394,82.19584569732937,49.87445788632732,82.40127824697558,54.63917525773196,6.794871794871795,12.086659064994299
sadness,1,1.0,0.061377245508982034,0,0.37388724035607657,62.611275964391695,49.646199497831546,63.70691622917142,64.63414634146342,6.471306471306471,11.76470588235294
disgust,1,1.0,0.01896551724137931,0,0.19516092216388686,80.48390778361104,50.03423875827437,79.89043597352203,20.454545454545453,1.0526315789473684,2.0022246941045605
joy,1,1.0,0.09455872594558726,0,0.26866012325952554,73.13398767404702,49.87445788632732,73.84158867838393,55.43859649122807,13.423959218351742,21.614227086183313
anger-disgust,1,1.0,0.03857566765578635,0,0.4147454918968198,58.52545081031728,48.459255877653504,59.64391691394659,64.49704142011835,5.998899284534947,10.976837865055389
anger,1,0.0,1.0,1,0.3932892033782172,60.67107966217758,50.513581374115496,62.56562428669253,61.756373937677054,12.6523505513639,21.001926782273603
fear,1,0.0,1.0,1,0.17804154302670394,82.19584569732937,49.62337365898197,74.20680209997717,31.50105708245243,38.205128205128204,34.53070683661645
sadness,1,0.0,1.0,1,0.37388724035607657,62.611275964391695,49.34946359278703,65.41885414288976,59.24812030075188,24.053724053724054,34.21623968736431
disgust,1,0.0,1.0,1,0.19516092216388686,80.48390778361104,48.75599178269801,77.9730655101575,22.77227722772277,5.380116959064328,8.703878902554399
joy,1,0.0,1.0,1,0.26866012325952554,73.13398767404702,49.2809860762383,71.85574069847067,47.48201438848921,44.85981308411215,46.133682830930546
anger-disgust,1,0.0,1.0,1,0.4147454918968198,58.52545081031728,49.235334398539145,61.8808491212052,58.69822485207101,27.297743533296643,37.265214124718256
anger,1,0.1111111111111111,0.2602185350060704,1,0.3932892033782172,60.67107966217758,50.1027162748231,62.56562428669253,61.756373937677054,12.6523505513639,21.001926782273603
fear,1,0.1111111111111111,0.3865771812080537,1,0.17804154302670394,82.19584569732937,50.9244464734079,74.20680209997717,31.50105708245243,38.205128205128204,34.53070683661645
sadness,1,0.1111111111111111,0.3158682634730539,1,0.37388724035607657,62.611275964391695,50.01141291942479,65.41885414288976,59.24812030075188,24.053724053724054,34.21623968736431
disgust,1,0.1111111111111111,0.2120689655172414,1,0.19516092216388686,80.48390778361104,49.30381191508788,77.9730655101575,22.77227722772277,5.380116959064328,8.703878902554399
joy,1,0.1111111111111111,0.39349701393497016,1,0.26866012325952554,73.13398767404702,51.86030586624059,71.85574069847067,47.48201438848921,44.85981308411215,46.133682830930546
anger-disgust,1,0.1111111111111111,0.19287833827893175,1,0.4147454918968198,58.52545081031728,50.353800502168454,61.8808491212052,58.69822485207101,27.297743533296643,37.265214124718256
anger,1,0.2222222222222222,0.22136786726021854,1,0.3932892033782172,60.67107966217758,49.00707601004337,62.56562428669253,61.82336182336182,12.594312246082414,20.925747348119575
fear,1,0.2222222222222222,0.3553691275167785,1,0.17804154302670394,82.19584569732937,50.764665601460855,74.1839762611276,31.34962805526036,37.82051282051282,34.282393957001744
sadness,1,0.2222222222222222,0.27956586826347307,1,0.37388724035607657,62.611275964391695,49.21250855968957,65.44167998173933,59.39393939393939,23.931623931623932,34.11662315056571
disgust,1,0.2222222222222222,0.17025862068965517,1,0.19516092216388686,80.48390778361104,49.76032869207943,78.04154302670624,23.115577889447238,5.380116959064328,8.72865275142315
joy,1,0.2222222222222222,0.3722627737226277,1,0.26866012325952554,73.13398767404702,50.353800502168454,71.87856653732025,47.51580849141825,44.689889549702634,46.05954465849387
anger-disgust,1,0.2222222222222222,0.19173704633645286,1,0.4147454918968198,58.52545081031728,50.1027162748231,61.90367496005478,58.80952380952381,27.187671986791415,37.184794881445235
anger,1,0.3333333333333333,0.1622824767300688,1,0.3932892033782172,60.67107966217758,49.44076694818535,62.42866925359507,62.622950819672134,11.085316308763785,18.83629191321499
fear,1,0.3333333333333333,0.2929530201342282,1,0.17804154302670394,82.19584569732937,51.15270486190367,74.8915772654645,30.997624703087887,33.46153846153846,32.182490752157825
sadness,1,0.3333333333333333,0.22679640718562874,1,0.37388724035607657,62.611275964391695,50.079890435973525,65.07646656014609,59.183673469387756,21.245421245421245,31.266846361185987
disgust,1,0.3333333333333333,0.11594827586206896,1,0.19516092216388686,80.48390778361104,49.98858708057521,78.36110477060032,23.121387283236995,4.678362573099415,7.782101167315174
joy,1,0.3333333333333333,0.3487060384870604,1,0.26866012325952554,73.13398767404702,50.171193791371834,72.19812828121434,48.038277511961724,42.650807136788444,45.184518451845186
anger-disgust,1,0.3333333333333333,0.1753024423647569,1,0.4147454918968198,58.52545081031728,50.1027162748231,61.994978315453096,59.895833333333336,25.31645569620253,35.58994197292069
anger,1,0.4444444444444444,0.09550789154188588,1,0.3932892033782172,60.67107966217758,50.58205889066423,62.13193334855056,66.16161616161617,7.603017991874637,13.638729828214473
fear,1,0.4444444444444444,0.18355704697986577,1,0.17804154302670394,82.19584569732937,50.353800502168454,77.33394202236933,30.53016453382084,21.41025641025641,25.169555388093443
sadness,1,0.4444444444444444,0.13959580838323354,1,0.37388724035607657,62.611275964391695,49.235334398539145,64.91668568819904,63.53887399463807,14.468864468864469,23.570363003480857
disgust,1,0.4444444444444444,0.06465517241379311,1,0.19516092216388686,80.48390778361104,49.41794110933577,78.97740241953892,20.535714285714285,2.690058479532164,4.756980351602896
joy,1,0.4444444444444444,0.29362972793629727,1,0.26866012325952554,73.13398767404702,51.038575667655785,73.29376854599407,50.3954802259887,37.892948173322004,43.25897187196896
anger-disgust,1,0.4444444444444444,0.11549874457886328,1,0.4147454918968198,58.52545081031728,51.10705318420452,62.086281670851406,65.41501976284584,18.2168409466153,28.49763237193285
anger,1,0.5555555555555556,0.039660056657223795,1,0.3932892033782172,60.67107966217758,52.17986761013467,61.401506505364075,66.3265306122449,3.772489843296576,7.138934651290499
fear,1,0.5555555555555556,0.04194630872483222,1,0.17804154302670394,82.19584569732937,49.53207030358366,82.62953663547135,57.6,9.23076923076923,15.911602209944748
sadness,1,0.5555555555555556,0.07148203592814371,1,0.37388724035607657,62.611275964391695,50.46792969641634,64.1406071673134,67.53926701570681,7.875457875457876,14.10606889010388
disgust,1,0.5555555555555556,0.020689655172413793,1,0.19516092216388686,80.48390778361104,50.673362246062545,79.79913261812372,18.75,1.0526315789473684,1.9933554817275745
joy,1,0.5555555555555556,0.13835434638354346,1,0.26866012325952554,73.13398767404702,50.673362246062545,75.07418397626112,60.19184652278177,21.325403568394222,31.4930991217064
anger-disgust,1,0.5555555555555556,0.05683633873544853,1,0.4147454918968198,58.52545081031728,49.80598036977859,60.51129879023054,67.46987951807229,9.246009906439186,16.263310745401743
anger,1,0.6666666666666666,0.03925536220153784,1,0.3932892033782172,60.67107966217758,49.235334398539145,61.3786806665145,65.97938144329896,3.7144515380150898,7.032967032967034
fear,1,0.6666666666666666,0.040268456375838924,1,0.17804154302670394,82.19584569732937,48.29947500570646,82.56105911892261,56.666666666666664,8.717948717948717,15.111111111111109
sadness,1,0.6666666666666666,0.06998502994011976,1,0.37388724035607657,62.611275964391695,50.87879479570874,64.04930381191508,66.84491978609626,7.631257631257632,13.698630136986303
disgust,1,0.6666666666666666,0.020689655172413793,1,0.19516092216388686,80.48390778361104,50.87879479570874,79.79913261812372,18.75,1.0526315789473684,1.9933554817275745
joy,1,0.6666666666666666,0.13039150630391505,1,0.26866012325952554,73.13398767404702,49.85163204747774,74.75462223236704,59.033078880407125,19.711129991503824,29.554140127388532
anger-disgust,1,0.6666666666666666,0.05501027162748231,1,0.4147454918968198,58.52545081031728,48.6646884272997,60.465647112531386,67.63485477178423,8.970831040176115,15.840621963070946
anger,1,0.7777777777777777,0.03520841764467827,1,0.3932892033782172,60.67107966217758,50.55923305181465,61.28737731111618,65.51724137931035,3.3081834010446896,6.298342541436464
fear,1,0.7777777777777777,0.032550335570469796,1,0.17804154302670394,82.19584569732937,49.12120520429126,82.40127824697558,54.63917525773196,6.794871794871795,12.086659064994299
sadness,1,0.7777777777777777,0.061377245508982034,1,0.37388724035607657,62.611275964391695,50.14836795252226,63.70691622917142,64.63414634146342,6.471306471306471,11.76470588235294
disgust,1,0.7777777777777777,0.01896551724137931,1,0.19516092216388686,80.48390778361104,50.536407212965074,79.89043597352203,20.454545454545453,1.0526315789473684,2.0022246941045605
joy,1,0.7777777777777777,0.09522229595222297,1,0.26866012325952554,73.13398767404702,49.76032869207943,73.84158867838393,55.400696864111495,13.5089209855565,21.721311475409834
anger-disgust,1,0.7777777777777777,0.0390321844327779,1,0.4147454918968198,58.52545081031728,51.038575667655785,59.689568591645745,64.91228070175438,6.1089708310401765,11.167002012072434
anger,1,0.8888888888888888,0.03520841764467827,1,0.3932892033782172,60.67107966217758,50.33097466331888,61.28737731111618,65.51724137931035,3.3081834010446896,6.298342541436464
fear,1,0.8888888888888888,0.032550335570469796,1,0.17804154302670394,82.19584569732937,49.577721981282814,82.40127824697558,54.63917525773196,6.794871794871795,12.086659064994299
sadness,1,0.8888888888888888,0.061377245508982034,1,0.37388724035607657,62.611275964391695,50.90162063455832,63.70691622917142,64.63414634146342,6.471306471306471,11.76470588235294
disgust,1,0.8888888888888888,0.01896551724137931,1,0.19516092216388686,80.48390778361104,50.21684546907099,79.89043597352203,20.454545454545453,1.0526315789473684,2.0022246941045605
joy,1,0.8888888888888888,0.09455872594558726,1,0.26866012325952554,73.13398767404702,49.554896142433236,73.84158867838393,55.43859649122807,13.423959218351742,21.614227086183313
anger-disgust,1,0.8888888888888888,0.03857566765578635,1,0.4147454918968198,58.52545081031728,50.9244464734079,59.64391691394659,64.49704142011835,5.998899284534947,10.976837865055389
anger,1,1.0,0.03520841764467827,1,0.3932892033782172,60.67107966217758,49.94293540287605,61.28737731111618,65.51724137931035,3.3081834010446896,6.298342541436464
fear,1,1.0,0.032550335570469796,1,0.17804154302670394,82.19584569732937,51.22118237845241,82.40127824697558,54.63917525773196,6.794871794871795,12.086659064994299
sadness,1,1.0,0.061377245508982034,1,0.37388724035607657,62.611275964391695,50.1027162748231,63.70691622917142,64.63414634146342,6.471306471306471,11.76470588235294
disgust,1,1.0,0.01896551724137931,1,0.19516092216388686,80.48390778361104,50.3081488244693,79.89043597352203,20.454545454545453,1.0526315789473684,2.0022246941045605
joy,1,1.0,0.09455872594558726,1,0.26866012325952554,73.13398767404702,50.28532298561972,73.84158867838393,55.43859649122807,13.423959218351742,21.614227086183313
anger-disgust,1,1.0,0.03857566765578635,1,0.4147454918968198,58.52545081031728,50.536407212965074,59.64391691394659,64.49704142011835,5.998899284534947,10.976837865055389
